KEY,PBS,Lo,Med,Hi,AveExpr,F,P.Value,adj.P.Val,SYMBOL
Scn3a,6.260692343201509,6.415773231899632,6.349489375723609,6.2475049466742565,6.318364974374751,6364.589546619534,4.4289342167577744e-23,4.373345851506512e-22,Scn3a
Hprt,6.177660616395324,6.420752657343538,6.352773543403397,6.2002605764864285,6.2878618484071715,6364.141288056679,4.4311662181921087e-23,4.373345851506512e-22,Hprt
Gtf2h5,5.183209878394522,5.228794291999946,5.071814128674188,5.186220584848247,5.167509720979226,6360.983268895298,4.4469272355702807e-23,4.386334601307832e-22,Gtf2h5
Isca1,5.861572886115708,5.8113309795911725,5.862157288058616,5.684058893431665,5.80478001179929,6359.791559470532,4.452891406373651e-23,4.389650458872261e-22,Isca1
Ist1,5.629129524111287,5.3846600617039275,5.530330796388371,5.521651095779123,5.516442869495678,6359.057610083776,4.456569153029458e-23,4.390709807485272e-22,Ist1
Magi1,5.384541027917667,5.448588758736386,5.491012685645755,5.440897829085392,5.441260075346299,6358.5052724968555,4.459339144202174e-23,4.39087410071559e-22,Magi1
Ankmy2,4.916917072676603,4.727438732901941,4.699907566627039,4.7706594217806355,4.778730698496555,6356.70022689217,4.46840520119208e-23,4.393340436655078e-22,Ankmy2
Snx18,5.1635428012521905,5.253414644347206,5.264096934876049,5.234521241664201,5.228893905534911,6356.341385426092,4.4702100274252173e-23,4.393340436655078e-22,Snx18
Aagab,5.611416367118673,5.431432124180774,5.460412890489977,5.440834095416607,5.4860238693015075,6355.518181843624,4.474353545791725e-23,4.393340436655078e-22,Aagab
Def8,5.364082828878269,5.14922266391339,5.170332338312857,5.2831707299054225,5.241702140252485,6355.257275710701,4.4756677058378566e-23,4.393340436655078e-22,Def8
Ggnbp2,6.220070584096835,6.537188557987642,6.531048500840682,6.418003538651437,6.426577795394149,6354.97636122424,4.477083137935672e-23,4.393340436655078e-22,Ggnbp2
Psma6,5.927665123465598,5.950077726514393,5.874489585873492,5.781699948162944,5.883483096004106,6354.4020540416495,4.479978463519548e-23,4.393340436655078e-22,Psma6
Trim2,7.050340179385717,7.245574764631103,7.206588212774109,7.050133065489895,7.138159055570205,6354.382554303796,4.480076807403055e-23,4.393340436655078e-22,Trim2
Phactr1,5.466372734338259,5.3139121863678955,5.485465007457292,5.449443655809277,5.428798395993182,6353.232889701106,4.4858793125231826e-23,4.396474512744249e-22,Phactr1
Luzp1,5.436973773894067,5.356643938597483,5.3521033287680915,5.412948601336734,5.389667410649094,6352.587198845133,4.489141953226175e-23,4.396514666036029e-22,Luzp1
Dzank1,5.554238664506538,5.714454967330208,5.713298478975899,5.857936747088305,5.709982214475238,6352.1933381470935,4.491133437825386e-23,4.396514666036029e-22,Dzank1
Cast,5.273125047636039,5.430293793711302,5.488079101642549,5.436285161577611,5.406945776141875,6351.491002338913,4.4946871695625747e-23,4.397441327668906e-22,Cast
Zfp110,5.8439996907197465,5.954348939325908,5.927646860603057,5.851715957720884,5.8944278620923996,6348.474578497639,4.509986383060834e-23,4.409851612932584e-22,Zfp110
Idh1,5.401282253483533,5.67677326657531,5.344970222115797,5.390142627776825,5.4532920924878665,6345.220230440067,4.526558938722109e-23,4.423346404991438e-22,Idh1
Rbm15b,6.093026581050417,5.839420942060979,5.928896284816195,5.986385231861308,5.9619322599472255,6344.735648369692,4.5290325733208123e-23,4.423346404991438e-22,Rbm15b
Snx14,6.0667975456075185,6.331213617869704,6.25268842678134,6.13406919801648,6.19619219706876,6341.153112092697,4.5473681340613994e-23,4.438683930394307e-22,Snx14
Gsr,4.579413993507766,4.5277086835963445,4.473479744729344,4.637782335884274,4.554596189429432,6338.797816976043,4.5594687186593915e-23,4.4453554791854895e-22,Gsr
Keap1,6.049445395189074,5.7394240342439105,5.740814863093414,5.873270682973181,5.850738743874895,6338.796769447561,4.5594741086090577e-23,4.4453554791854895e-22,Keap1
Zfp60,5.776739491587045,6.228139812768314,6.13158617407451,5.969861291750851,6.02658169254518,6336.311187778516,4.572283888497958e-23,4.455269344153383e-22,Zfp60
Eif4g3,6.752842970514128,6.7309650863648764,6.692789716190063,6.645941667868666,6.705634860234433,6335.1948655327915,4.5780503493762946e-23,4.456304518473071e-22,Eif4g3
Prrc2c,8.342879193632811,8.26798140390306,8.31836843612199,8.14877915894062,8.269502048149619,6334.2665845983875,4.582851778701552e-23,4.456304518473071e-22,Prrc2c
Gng12,4.995500695990677,5.0211189838364305,5.0179300926438675,4.995102366697254,5.007413034792058,6333.658697692915,4.5859991154689756e-23,4.456304518473071e-22,Gng12
Mettl16,5.6390676755651254,5.681509513614591,5.728785177914853,5.566615601502441,5.653994492149253,6333.658599063865,4.585999626321082e-23,4.456304518473071e-22,Mettl16
Tbc1d14,5.455052259063709,5.702139232985422,5.5758124984206505,5.563675861663534,5.574169963033329,6333.551115585381,4.5865563787687506e-23,4.456304518473071e-22,Tbc1d14
Sdccag8,5.000818072226798,5.106975733522901,4.978360620357485,5.003579871337333,5.022433574361129,6332.647561008822,4.591239737792693e-23,4.458286739052928e-22,Sdccag8
Ddx41,5.54318679859072,5.358007782583959,5.27818474809666,5.197460106821518,5.3442098590232145,6332.034187336747,4.594422119307026e-23,4.458810004968447e-22,Ddx41
Usp11,6.702951141650294,6.3305405063608235,6.4998056142994916,6.5426774953290305,6.51899368940991,6328.117338099675,4.614803388348871e-23,4.476014304271444e-22,Usp11
Arhgef11,6.1412838305558015,6.106707573020985,6.08200904563346,6.18597165496051,6.128993026042689,6327.219551924317,4.6194895100649325e-23,4.477984457831334e-22,Arhgef11
Myh9,7.916166713682689,7.624142678901712,7.650797650712247,7.819321478814287,7.752607130527734,6324.446381449234,4.6339987497136766e-23,4.486972784593871e-22,Myh9
Ino80,5.302058047398118,5.246790025279801,5.307549456698231,5.347242585239117,5.300910028653817,6324.430443827774,4.63408228538716e-23,4.486972784593871e-22,Ino80
Zfyve9,5.5810747873658,5.744784980184764,5.672544569970827,5.601603352866711,5.650001922597026,6322.381696480243,4.64483492308743e-23,4.4948038237358395e-22,Zfyve9
Shtn1,5.776203900838436,5.676127523146958,5.724159905623388,5.694512604945981,5.71775098363869,6321.489102692093,4.649528499874737e-23,4.49676589491899e-22,Shtn1
Stk4,5.7299279199694855,5.6172505715840755,5.7347926105596,5.742149219020448,5.706030080283402,6317.1614142804765,4.6723618063011214e-23,4.516259403259657e-22,Stk4
Erap1,6.450767198151384,6.697334559152763,6.629823904324718,6.562464557848332,6.585097554869299,6315.219640629416,4.6826483086037666e-23,4.523609909577304e-22,Erap1
Necap1,6.187348376496479,6.146612330413737,6.260864715015622,6.098187839104549,6.173253315257596,6311.543077402559,4.702195599981e-23,4.538990458221524e-22,Necap1
Pja1,7.289275574249851,7.0278838853771095,7.215086504175161,7.042398577516807,7.143661135329731,6310.932632911289,4.7054501624321924e-23,4.538990458221524e-22,Pja1
Wdfy1,5.871994934127509,6.130582226063367,5.933056967456109,5.8344335378095336,5.942516916364129,6310.709066442355,4.7066427411095316e-23,4.538990458221524e-22,Wdfy1
Arhgap12,5.741961926356504,6.05656944165496,5.923930588386118,5.7438704541185945,5.866583102629044,6309.263271909533,4.714363417471754e-23,4.543838157856919e-22,Arhgap12
Phlpp2,4.615945492695502,4.5651250120770674,4.606144053885802,4.743916489762937,4.632782762105327,6308.756858824977,4.7170711226976586e-23,4.543851434982376e-22,Phlpp2
Sgpl1,5.875405179128988,5.896500238659204,5.812466667904256,5.811452380975014,5.848956116666866,6307.2854875773155,4.7249483579308265e-23,4.548841549841282e-22,Sgpl1
Klhl12,4.97676069188854,4.981949109103706,4.963615026795882,4.859579835439117,4.945476165806811,6305.58871883222,4.734050916394394e-23,4.554168605379302e-22,Klhl12
Slc39a9,6.13158826699065,6.196230288648845,6.1602336566429745,6.22638572294454,6.178609483806752,6305.012963434842,4.7371441787201154e-23,4.554168605379302e-22,Slc39a9
Ipo7,7.501495576197866,7.89215981271973,7.768141656529453,7.548612187756767,7.677602308300954,6304.74552396572,4.738581788368219e-23,4.554168605379302e-22,Ipo7
Faf2,6.020313467260753,5.8277034464456134,5.869638056277086,5.851451859252235,5.8922767073089215,6302.536583966573,4.750474885564138e-23,4.5629988550575355e-22,Faf2
Zscan21,4.558540180762357,4.543805570509575,4.456320662058982,4.392460324594852,4.487781684481441,6301.414121488751,4.7565313404418815e-23,4.566215943041161e-22,Zscan21
Prpf19,6.556680413512385,6.248687156607575,6.340339114688376,6.35458164795652,6.375072083191215,6300.9045204229005,4.759283891943221e-23,4.566259465609005e-22,Prpf19
Fermt2,5.574072357880343,5.522604409290805,5.616524452797618,5.579942440283586,5.573285915063088,6299.514429331224,4.766801543812681e-23,4.570872179618447e-22,Fermt2
Eps15,5.855868421157846,6.381159627373608,6.193050465584185,6.111297118317783,6.135343908108355,6298.416674271963,4.772747798664676e-23,4.572231091564741e-22,Eps15
Pum2,7.640577872068112,8.104126061249127,8.007840906724084,7.856532785954855,7.902269406499045,6298.2520571014975,4.7736402159515675e-23,4.572231091564741e-22,Pum2
Cdkl2,5.6994621041077185,5.984399434888854,5.809259163922656,5.779090764548435,5.818052866866916,6293.865613504121,4.7974900571192346e-23,4.592466787368339e-22,Cdkl2
Fbxl3,6.619905465681393,7.036286319502873,6.903325072761431,6.773460166132666,6.833244256019591,6286.569206610331,4.8374633273466794e-23,4.628105158386639e-22,Fbxl3
Dda1,5.085436182247814,4.795620326148539,4.9448212747300335,4.989507988220525,4.953846442836728,6285.250586296638,4.8447278002483227e-23,4.632427653446057e-22,Dda1
Tmco3,5.532396565384321,5.083678630273514,5.2411530898543175,5.285655503167488,5.285720947169911,6282.001673922036,4.862679652281845e-23,4.646958509633874e-22,Tmco3
Ulk2,5.432478541469099,5.890008061621733,5.6836022901120655,5.738030092050662,5.68602974631339,6281.429737310259,4.865847727265376e-23,4.647352979376279e-22,Ulk2
AW551984,7.6736906006079195,7.400812061939856,7.545064443076967,7.4997686516292035,7.5298339393134865,6280.899447041145,4.8687872163875103e-23,4.647528804686369e-22,AW551984
Auts2,5.663863253278937,5.961077326129733,5.87678202944755,5.899824469699257,5.850386769638869,6278.099023389476,4.8843440453165595e-23,4.659674304545764e-22,Auts2
Pink1,7.135597794082084,6.874758281043215,6.896920563680202,7.109720333967481,7.004249243193247,6277.615445884267,4.8870361325318405e-23,4.659674304545764e-22,Pink1
Ssu72,5.390287338013722,5.156849747658413,5.177759888439904,5.173336042198979,5.224558254077755,6276.2797166786095,4.894480959115286e-23,4.663555209990681e-22,Ssu72
Adrm1,4.914354962708587,4.68805048123982,4.773523863226034,4.866965059669614,4.810723591711014,6275.8934619450265,4.8966361990238306e-23,4.663555209990681e-22,Adrm1
Adss,5.530642077820193,5.696330157047202,5.558391606167923,5.4866479715039524,5.568002953134817,6272.953455868714,4.9130764600349814e-23,4.676572271524268e-22,Adss
Ogt,7.233850805695555,7.506422803362945,7.396906073260563,7.325048801628057,7.3655571209867805,6270.101970762433,4.9290818412395526e-23,4.689160937179218e-22,Ogt
Eif2ak1,4.700528200895436,4.637864739679253,4.617785534150007,4.648249240016341,4.65110692868526,6269.493931176443,4.932502448366549e-23,4.689769943438477e-22,Eif2ak1
Cd9,5.805663304900289,5.484418855473411,5.643886394332299,5.593042428252205,5.631752745739551,6266.5611284443075,4.9490393600299655e-23,4.702842078063405e-22,Cd9
Scaper,6.123930190666312,6.210625869009763,6.295132512815822,6.172158629883771,6.200461800593917,6263.354540402934,4.9671923934417785e-23,4.717434352487752e-22,Scaper
Senp6,7.092456829856491,7.389678982758941,7.379945521384641,7.270583100641028,7.283166108660275,6262.430640208507,4.9724368216644905e-23,4.718965674561867e-22,Senp6
Ddx56,5.069842795560111,4.85349685163892,4.82393963486713,4.833751161177135,4.895257610810824,6262.085025674343,4.9744002901351745e-23,4.718965674561867e-22,Ddx56
Klhl32,4.822488895734297,5.053437423781264,5.109131189932168,5.088770830947413,5.0184570850987855,6260.9953358403955,4.9805967073549257e-23,4.722188008035724e-22,Klhl32
Nr3c2,6.01462223346883,6.430382271403094,6.2989187434986285,6.205447885853081,6.237342783555908,6255.25853342885,5.0133639069434334e-23,4.750584776315443e-22,Nr3c2
Ik,6.511876005725629,6.158273769138414,6.321914623842874,6.194334156063848,6.296599638692691,6254.2719470340535,5.019023769875052e-23,4.753277592727821e-22,Ik
Sec16a,7.74359605225532,7.559653822017854,7.628220428140548,7.632906476221517,7.641094194658809,6250.520297698078,5.040612884554741e-23,4.771044754421145e-22,Sec16a
Myh10,7.773758042190568,7.640583217145479,7.619169089846725,7.66868287239892,7.675548305395424,6248.676509365834,5.0512618632850586e-23,4.776955486514483e-22,Myh10
Nmt1,6.320200598068597,6.099019309778814,6.15533306109008,6.157957964010189,6.18312773323692,6248.458647224253,5.052521840245353e-23,4.776955486514483e-22,Nmt1
Cbx3,5.326707313673342,5.421124998361404,5.399023902023853,5.455198964997111,5.400513794763928,6247.137240278846,5.0601717023788704e-23,4.7815079049873615e-22,Cbx3
Mapk14,5.82026677311582,5.649473534410205,5.660994960103038,5.736685945860735,5.716855303372449,6246.27862213,5.065149472333123e-23,4.783531699319305e-22,Mapk14
Gnpat,5.288208232006584,5.127269376162087,4.936008345157311,5.209016717415005,5.140125667685246,6244.776939013271,5.073868781677267e-23,4.789084764440429e-22,Gnpat
Creg1,5.37686158825192,5.371009974964021,5.244700631703406,5.297053883266431,5.322406519546445,6244.013248064905,5.078309605704836e-23,4.790595532406234e-22,Creg1
Bbs2,5.450876178567178,5.284467062813672,5.252904667547222,5.299762884823348,5.322002698437855,6238.142873613035,5.1125938201191216e-23,4.820241473669604e-22,Bbs2
Chp1,6.557808413095575,6.266617902577492,6.391929281034976,6.356465794262297,6.393205347742584,6234.711684681901,5.1327548022989674e-23,4.836546103372999e-22,Chp1
Fam193a,5.398545021543768,5.3940301835085265,5.461443823582264,5.5928899481614955,5.461727244199014,6233.491715277815,5.1399449233295216e-23,4.84061703080955e-22,Fam193a
Ufsp2,5.439133136004787,5.651496017302495,5.483132348492275,5.537205155364478,5.527741664291009,6230.945141042583,5.1549906629291164e-23,4.852077428104096e-22,Ufsp2
Kif1c,5.4364455817173996,5.380149342780481,5.279854376806399,5.4314004350958935,5.381962434100043,6228.932248121553,5.1669188156133437e-23,4.860592284604031e-22,Kif1c
Abca2,7.97361102682227,7.590957108720839,7.653792259730498,7.747378314157096,7.741434677357676,6228.174545276619,5.1714170150420277e-23,4.862112084320729e-22,Abca2
Ralgapa2,5.414311268675281,5.630083832340706,5.5403848297360945,5.543190693773261,5.531992656131336,6226.071707332226,5.183924179627685e-23,4.870707494995771e-22,Ralgapa2
March5,5.306737282474901,5.2407037404449515,5.341420106567601,5.133432684379603,5.255573453466765,6225.539091100954,5.18709751982379e-23,4.870707494995771e-22,March5
Gatad2b,6.093007899047013,6.317551830922982,6.283402104204411,6.40403724441966,6.274499769648517,6225.182662200056,5.1892223682382164e-23,4.870707494995771e-22,Gatad2b
Tmco1,6.100550344190864,6.397780274046633,6.16407653003182,5.973757635360432,6.159041195907437,6221.663929415244,5.2102525932739594e-23,4.887726946092985e-22,Tmco1
Fbxo22,5.022012665413331,4.811943142779837,4.95958183101574,4.887387681668722,4.920231330219407,6219.473646432585,5.223392187863769e-23,4.897329407042701e-22,Fbxo22
Zfp398,5.221538291078659,5.285330645537265,5.464284534483594,5.396169086521551,5.341830639405268,6216.837597379901,5.2392560563891735e-23,4.9049561305974325e-22,Zfp398
Amd1,6.168116854234039,6.23943215693871,6.224781335928244,6.040495426405125,6.168206443376529,6216.700055379977,5.240085296772263e-23,4.9049561305974325e-22,Amd1
Msh6,5.180966477222894,5.086946468996427,5.147514939232824,5.174483611538555,5.147477874247676,6216.672614721268,5.240250754334839e-23,4.9049561305974325e-22,Msh6
Vps33a,5.619867901691331,5.530543580076845,5.527398316413998,5.59065976235906,5.567117390135309,6215.926492616914,5.24475189214496e-23,4.906446487232892e-22,Vps33a
Nek4,4.96049512947118,5.022108675176858,4.88414848403878,4.948802427120768,4.953888678951897,6214.464824982671,5.253582485693827e-23,4.909425524542746e-22,Nek4
Trim32,5.131354531074805,5.093225928397622,5.097907617576011,5.152744572820566,5.118808162467252,6214.435855295165,5.2537576758164797e-23,4.909425524542746e-22,Trim32
Mdm4,5.80116937566377,6.063734694656457,6.099620267952224,6.079667169363755,6.011047876909052,6213.474889259225,5.259572758485011e-23,4.91213807958841e-22,Mdm4
Exoc4,6.568115945042733,6.689953438912804,6.674675497173275,6.6526933152495475,6.64635954909459,6212.958902256995,5.262698171345522e-23,4.912337025793299e-22,Exoc4
Creb1,6.640304976290321,7.100694157864131,7.051639344069862,6.843592153755603,6.909057657994979,6210.728968463838,5.2762295873069215e-23,4.922243608910722e-22,Creb1
Prkdc,6.061754021624447,6.413617985169755,6.26761336013675,6.127808388231788,6.217698438790684,6204.46460540667,5.3144548982546e-23,4.955163668814833e-22,Prkdc
Eif4b,8.506311141295244,8.246811195476617,8.265340998321786,8.336275495647214,8.338684707685214,6197.932483219833,5.354650616669365e-23,4.98988353322443e-22,Eif4b
Tusc3,7.064544210266665,7.162910678002022,7.0904372159133136,7.008493113981036,7.081596304540759,6196.674592423093,5.362430831473868e-23,4.994374424874088e-22,Tusc3
Mfap3,5.0966996528898925,5.140353257608966,5.200293919619231,5.040671207860008,5.119504509494525,6195.801064353839,5.367841294045545e-23,4.996654476085331e-22,Mfap3
Ints13,5.301795928812941,5.3965869319538875,5.33622726013491,5.221157684042393,5.313941951236033,6194.888665332303,5.373499159786179e-23,4.999162180259983e-22,Ints13
Ubxn2a,5.84003243890571,5.955641511669483,5.911587300083758,5.856501727591451,5.8909407445626005,6193.144919383408,5.384331198188095e-23,5.006478187422194e-22,Ubxn2a
Fam102a,6.590151938307869,6.520724932734401,6.445685117988814,6.455093399687657,6.502913847179687,6191.712093361144,5.39325044992233e-23,5.012008558613771e-22,Fam102a
Prkar2a,5.382449715067255,5.404841033483203,5.461058081859848,5.5389506503304204,5.446824870185182,6188.8205269955015,5.41130159849069e-23,5.026014540844851e-22,Prkar2a
Adam17,4.8802982355782,5.067159258759498,5.045485488613545,4.955970269143151,4.987228313023598,6183.72489601587,5.443279887047732e-23,5.052933508796593e-22,Adam17
Stk16,5.009419029898199,4.833442709451025,4.844726070738586,4.847887321930925,4.883868783004683,6178.4623801019025,5.476531763040228e-23,5.081004469042879e-22,Stk16
Srsf9,4.7207976665116025,4.649250865351869,4.590259654386215,4.694670683513088,4.663744717440694,6177.385392652496,5.483365347832395e-23,5.084547736222595e-22,Srsf9
Gm23935,11.04838172510047,10.959458422102546,10.94171004310719,11.467474417774902,11.104256152021279,6173.702235446665,5.506808874697561e-23,5.103480510413393e-22,Gm23935
Cd47,6.876456362453153,7.540042027241101,7.3398925791346254,7.3500183376522585,7.276602326620284,6172.534227134882,5.514267162346217e-23,5.107586173931557e-22,Cd47
Gzf1,5.311425094522134,5.414322055561511,5.526251397559867,5.335662497606151,5.396915261312416,6171.82257440904,5.51881704681851e-23,5.108994902781989e-22,Gzf1
Gpr108,5.410825858289965,5.235757262116053,5.112726104089356,5.115716635128562,5.218756464905985,6170.265843558382,5.52878478298577e-23,5.115414862019801e-22,Gpr108
Xrn2,5.758879616395847,5.906706497865579,5.932681505346055,5.808646293072638,5.85172847817003,6169.584512046039,5.53315379772689e-23,5.115587809855291e-22,Xrn2
Tnfrsf1a,5.60872343559199,5.389681936646,5.476448959350801,5.48575629157142,5.4901526557900535,6168.758569084594,5.538455405591108e-23,5.115587809855291e-22,Tnfrsf1a
Mgat5,7.299896163115545,7.0143488696544,7.077593766009928,7.159282159330875,7.137780239527686,6168.748798967841,5.53851815318836e-23,5.115587809855291e-22,Mgat5
Inpp1,4.60222760929067,4.873650137746091,4.812799044016195,4.710732770432065,4.749852390371256,6168.346388914468,5.54110329555085e-23,5.115587809855291e-22,Inpp1
Ppp1ca,6.885597613255978,6.392162459819083,6.468167301085876,6.497236784896073,6.5607910397642515,6161.054321202361,5.588187707396373e-23,5.156234248394672e-22,Ppp1ca
Pabpc4,6.019021874965697,5.994963873794994,5.955436820794521,5.857014430343452,5.956609249974666,6159.733344618793,5.596765864926057e-23,5.161325852581072e-22,Pabpc4
Sestd1,5.439893544994881,5.724971865367376,5.725127363926891,5.747583277489856,5.659394012944751,6158.931957298515,5.601977227411916e-23,5.163308737418403e-22,Sestd1
Gnl1,5.812802940197837,5.467359585241825,5.58726582540532,5.639392691494232,5.626705260584803,6156.466887619592,5.61804209600625e-23,5.17528760422378e-22,Gnl1
Usp34,8.212651905641337,8.771259623568914,8.62870186244001,8.443664836043375,8.51406955692341,6154.336967010497,5.63196508968404e-23,5.185281395616849e-22,Usp34
Zbtb37,5.143053435696004,5.371994953319581,5.296266132722955,5.298929625235455,5.277561036743498,6151.706421958519,5.649214904168563e-23,5.19832557493787e-22,Zbtb37
Spcs2,7.247391984124523,7.349594274020774,7.237540605496701,7.1816920069533445,7.254054717648835,6148.418413238732,5.670860774190778e-23,5.215398510265859e-22,Spcs2
Rnf121,5.151366273951056,5.284636171794853,5.11162593051293,5.030924188099306,5.144638141089536,6145.514056343881,5.690059611177285e-23,5.23020356739658e-22,Rnf121
Camsap1,6.007544062052,5.675586534358725,5.884388788260864,5.853637177365421,5.855289140509253,6138.310373695525,5.73799909502827e-23,5.268538299157367e-22,Camsap1
