PBS	Lo	Med	Hi	AveExpr	F	P.Value	adj.P.Val
Mtx2	4.33700779896797	4.48392530155102	4.51415281563052	4.36359409287498	4.42467000225612	1678.46981218219	6.0846455609396e-19	1.47774970016369e-18
Slc31a1	4.71680450351465	4.77980961959807	4.83451246957575	4.70272335593369	4.75846248715554	1677.76766132822	6.10285261409426e-19	1.4819581779719e-18
Gstt1	4.22634730192252	3.67470893481668	3.95432166477661	4.02351391151951	3.96972295325883	1677.54890172883	6.10853781854232e-19	1.48312519627686e-18
Tom1l1	4.11926868219013	4.32071708597231	4.33418998557899	4.21380231714672	4.24699451772204	1677.3470659098	6.11378855578724e-19	1.48406256923345e-18
Zfp764	3.79952474615114	3.67576223739941	3.64252655871453	3.70664232489493	3.70611396679	1677.33286081675	6.11415829347438e-19	1.48406256923345e-18
Usp39	3.96595886087801	3.65467654310561	3.73820940540203	3.89908896763198	3.81448344425441	1677.1565178376	6.11875036444499e-19	1.48496348772797e-18
Tia1	5.43099075475058	6.16841455722387	6.13868985023176	6.10706951129516	5.96129116837534	1677.08695365847	6.12056293608432e-19	1.48518968555509e-18
Mrps2	4.2699258911819	4.04692112424063	4.22260088980083	4.05870740743513	4.14953882816462	1675.69713153977	6.15690484959057e-19	1.49379335584068e-18
Polr2h	3.66121937227135	3.38925711717483	3.37625313257652	3.35147974063156	3.44455234066356	1675.65211841968	6.15808598495618e-19	1.49386504110824e-18
Fzr1	4.55015317098536	4.35800360375461	4.34940805006672	4.45579880554735	4.42834090758851	1675.52391419043	6.16145145400986e-19	1.49446651818787e-18
Zfp322a	5.46597214073278	6.00989669570216	5.99951196261783	5.72686258953989	5.80056084714816	1675.20086762543	6.16994099836509e-19	1.49619119303049e-18
St3gal2	4.30915417739505	4.2093828085504	4.1344322228997	4.33004525236836	4.24575361530338	1675.18584456845	6.17033612303321e-19	1.49619119303049e-18
1110038F14Rik	4.1253175619717	3.80258646139796	3.70799640135389	4.01493609443761	3.91270912979029	1675.02031610952	6.17469163278665e-19	1.49703210823936e-18
Dnaja4	4.03517762611004	3.62420156881991	3.80590499077683	3.96980961863279	3.85877345108489	1674.85668089946	6.17900077036951e-19	1.49786154058382e-18
Ctu2	3.18976056585672	3.10938163741037	2.97686825683338	3.06121689431387	3.08430683860359	1674.04812650878	6.20034345509405e-19	1.50281551518083e-18
Prkab1	3.65305821873884	3.51667022577261	3.58074750599214	3.58399427285082	3.5836175558386	1674.01502706926	6.20121893973946e-19	1.50281551518083e-18
Srsf2	5.79719531531315	6.09693471254993	6.04091769494307	6.01381216079316	5.98721497089983	1673.60112872757	6.21217851127613e-19	1.50525520686244e-18
Erbb3	4.8781766947152	4.58003249322054	4.7458394621329	4.75788668321987	4.74048383332212	1673.53358053568	6.21396920738896e-19	1.50547283282145e-18
Camkk2	4.26094301582702	4.51578930925234	4.21211581776192	4.2403973733059	4.30731137903679	1671.13892965273	6.27783290651864e-19	1.52072680790248e-18
Sh3bgrl2	4.52443893771476	4.45431318325466	4.61141024302247	4.49301259273439	4.52079373918157	1669.44581749172	6.32343854577502e-19	1.5315542497356e-18
Utp23	3.25076725537616	3.50289676425665	3.50942249283275	3.35759754458979	3.40517101426384	1669.31349413181	6.32701868448354e-19	1.53220135177579e-18
Zbtb33	5.65511150505529	6.38781968128125	6.27593263117194	5.99785402994296	6.07917946186286	1668.83901083369	6.3398753039715e-19	1.53509441217467e-18
Focad	5.51768119390043	5.19782172906797	5.29329442372739	5.06523719024712	5.26850863423573	1668.64541440809	6.3451295515923e-19	1.5361461195164e-18
Gpc6	4.20874024707196	4.70619815402108	4.48151043480681	4.80954994115792	4.55149969426444	1668.59147653014	6.34659432076663e-19	1.53628022974126e-18
Elmo1	3.3688793170079	3.67494757299574	3.72039351280339	3.77279258633355	3.63425324728514	1668.31630392714	6.35407307284722e-19	1.53786985966012e-18
Nek6	5.01185929523191	5.22785840741759	5.26909382264275	5.07220057862935	5.1452530259804	1667.894616883	6.36555335168528e-19	1.54042737995517e-18
Flad1	3.88527689111642	3.5772869816685	3.69051195205642	3.62840231529734	3.69536953503467	1667.31812141514	6.38128650573648e-19	1.54401319024899e-18
Zfp809	4.2892930601987	4.51762300845049	4.54794505280736	4.36911841103914	4.43099488312392	1667.06725178392	6.38814683166906e-19	1.54545141436836e-18
Nae1	5.28865108894671	6.00468573005797	5.88414378032003	5.68435904716933	5.71545991162351	1666.24373807604	6.41072594107832e-19	1.55069144483247e-18
Tspan12	5.32541804405938	5.87401741127172	5.77502510615999	5.59180670255745	5.64156681601214	1664.37094219995	6.46241372692808e-19	1.5629700649856e-18
Rai2	3.35831327248103	3.38861806565055	3.28724136560441	3.23182791341062	3.31650015428665	1664.236006301	6.46615616411177e-19	1.56365098236664e-18
Kdelr3	4.0033834448881	4.59247790301396	3.99311388106049	4.07110667811867	4.16502047677031	1663.95455456907	6.47397015907333e-19	1.5653161507037e-18
Commd6	4.88215293334199	5.0770856593375	4.86775806730326	4.86255588175547	4.92238813543455	1662.55035372253	6.51311638501013e-19	1.57455545457884e-18
Nr1d2	7.41169428657459	7.71568220202463	7.89241213079619	7.90452917411787	7.73107944837832	1661.1780198677	6.55163509097007e-19	1.58364042819421e-18
Snrpc	3.86279577299897	3.49624957886325	3.40128532473643	3.48252606967459	3.56071418656831	1660.07533669327	6.58277341252254e-19	1.59093909082988e-18
Pigc	4.2942944252597	4.13179489750611	4.25297830639716	4.12869231215593	4.20193998532973	1658.45356001413	6.62887720737743e-19	1.60185203233288e-18
C1galt1c1	5.54587779679205	6.13723169637539	5.95145364307976	5.53412488639489	5.79217200566053	1658.3712589501	6.63122665178111e-19	1.60219022970337e-18
Kctd5	3.84904817036989	3.77308311672501	3.7748693588739	3.93718851369639	3.8335472899163	1658.12344116746	6.63830682698033e-19	1.6036711723099e-18
Tceanc2	3.73682401916666	3.51864135034659	3.58576778663368	3.71818192815525	3.63985377107554	1658.00347393621	6.64173739566334e-19	1.6042701511192e-18
Zfp882	4.6291873543993	5.18140944463326	5.18801813698475	4.74283943145794	4.93536359186881	1657.4369884828	6.65796386751756e-19	1.60795928627461e-18
Commd1	3.60067814332678	3.50296358615643	3.36422465393907	3.40701317406721	3.46871988937237	1657.21987511581	6.66419485971699e-19	1.60923371079236e-18
Gpt2	3.97851463075242	4.13566791017097	4.00899224181787	4.07477321518756	4.0494869994822	1657.03890967435	6.66939351206113e-19	1.60993551517393e-18
Mfge8	6.92018792066736	6.7624369025305	6.53214397514552	6.61955339225164	6.70858054764875	1657.02933393543	6.66966872611704e-19	1.60993551517393e-18
Pck2	5.31967892372539	5.07396671612167	4.9173626260103	5.18196992812633	5.12324454849592	1657.01903802497	6.66996465289349e-19	1.60993551517393e-18
Fbxl6	3.72969791557701	3.41578664891636	3.38746116444781	3.55512706663825	3.52201819889486	1655.99983773293	6.69933287541293e-19	1.61679278308184e-18
Cep85	4.04062113973815	3.96637402949004	4.03764991216831	3.99652872740564	4.01029345220053	1655.91451609853	6.70179809320954e-19	1.61715634389364e-18
Sirpa	6.02987693239553	5.70276321152276	5.66471359289891	6.02378820688822	5.85528548592636	1655.43871428904	6.71556451865177e-19	1.62024641304676e-18
Igsf3	4.22584896799362	4.04590929859443	4.07574879882868	4.17780866449681	4.13132893247838	1655.13886855097	6.72425654214775e-19	1.62192487725988e-18
Sntb2	5.36918816468761	5.11199096823582	5.09109992786844	5.62955885014429	5.30045947773404	1655.1323868873	6.72444457620105e-19	1.62192487725988e-18
Aasdh	3.39334000855549	3.38702497721837	3.43550258728278	3.45716929968538	3.4182592181855	1654.66879203725	6.73790908943599e-19	1.62494012884639e-18
Zfp560	3.48692308086498	3.94903622900176	3.86267295757322	3.62852958496313	3.73179046310077	1654.63002286514	6.73903648147616e-19	1.62497967595509e-18
Stard10	4.69736911177263	4.64368139344064	4.43863068382589	4.73050355000388	4.62754618476076	1654.02892983174	6.75654356290056e-19	1.62896827151863e-18
Rasa4	4.609311719384	4.23970755008937	4.26963543810234	4.49846159010294	4.40427907441966	1653.60088574784	6.76904212281061e-19	1.63174837052232e-18
Zfp747	4.11754137975995	3.85189250309435	3.74929290778242	3.86030198018158	3.89475719270458	1652.70032402515	6.79542397171563e-19	1.63787390870145e-18
Fgf9	3.42798214532957	3.81128776879952	3.47442951535043	3.63372578260519	3.58685630302118	1652.47350372488	6.80208710709676e-19	1.63924565274183e-18
Six3os1	4.77798255655268	4.38156867360614	4.48775495867379	4.60546126827559	4.56319186427705	1651.90780867468	6.81873758848535e-19	1.64302352721403e-18
Pkp2	4.37543964945949	4.2994816655505	4.69854832830785	4.58979133988103	4.49081524579972	1651.31903410355	6.8361167372245e-19	1.64697587497166e-18
Zfp2	4.08349501495697	4.47534939789146	4.44335545420082	4.3030436581251	4.32631088129359	1650.34099480872	6.86509770560915e-19	1.65372183662539e-18
Nol9	4.45956153182513	4.24317180803487	4.34162202456187	4.30211414827001	4.33661737817297	1650.00192332418	6.87517763875473e-19	1.65591348326255e-18
Trmt1	4.73252624487722	4.35133301502565	4.37206470182541	4.50326545751657	4.48979735481121	1649.76855067696	6.88212515208527e-19	1.65735015619963e-18
Tra2a	6.20515927454302	6.34889397971734	6.57061951365677	6.29821196286845	6.35572118269639	1648.46030843007	6.92122004320044e-19	1.66652703024499e-18
Cfap61	4.51173091346335	4.86581540452829	4.63382682859194	4.68074689441661	4.67303001025005	1648.36592618734	6.92405029213434e-19	1.66697054349743e-18
Hecw2	4.94842984994924	5.4298956910832	5.35542047324626	5.08154403844682	5.20382251318138	1648.11133946857	6.93169118730564e-19	1.66857193172947e-18
Gstp1	5.3309148962761	4.8612080870487	4.84157739913532	5.01533150152913	5.01225797099731	1647.53482912886	6.9490295029157e-19	1.67250685824314e-18
Sh3rf1	4.4982776582181	4.45169763537947	4.76318511899678	4.60969481603394	4.58071380715707	1646.67847741903	6.97487525266414e-19	1.67848795672259e-18
Actr3b	4.39463809265111	4.3303393833189	4.51237226615384	4.47615751227819	4.42837681360051	1646.51635586232	6.97978060553336e-19	1.67942880846692e-18
Pip5k1b	3.4559900072497	3.62976156945072	3.68164520024999	3.6783748757016	3.611442913163	1646.27777478948	6.98700656561264e-19	1.68092768138908e-18
Fstl4	3.8440899967333	3.74875331109469	3.8482758944377	3.68194745923176	3.78076666537436	1645.99922388717	6.99545389163548e-19	1.68271991999737e-18
Smg8	3.71532504482386	3.37565693459437	3.45764828558128	3.38183562701456	3.48261647300352	1645.77718097306	7.00219589595515e-19	1.68410149974441e-18
Rnf170	4.36030625618033	4.873063598534	4.6568531355104	4.69415119309936	4.64609354583102	1645.65974655043	7.00576461217981e-19	1.68471958530991e-18
Pcdhgc3	4.85120014982175	4.59286649145413	4.66509317536838	4.79363383230833	4.72569841223815	1645.56400223879	7.0086757213576e-19	1.68517937836263e-18
Krit1	5.38159711936876	5.9491395037013	5.97647544609019	5.90721917365935	5.8036078107049	1645.28483043421	7.01717182359378e-19	1.6869817153443e-18
Coro7	3.82832009140212	3.88294548209619	3.61021922698418	3.91652394457058	3.80950218626327	1644.86826956159	7.02987095389637e-19	1.68979383467821e-18
Ncdn	5.6202017744353	5.4803982210764	5.30606946613032	5.73528955529546	5.53548975423437	1644.61773728127	7.03752120709808e-19	1.69139170989061e-18
Zfp286	3.25302178500385	3.41643810526336	3.23531745288189	3.229523761809	3.28357527623953	1644.4551748867	7.04249028784724e-19	1.69234483096053e-18
Ndufv3	5.83191962843781	5.43012173602445	5.41779519404398	5.48228803966397	5.54053114954255	1644.35565044355	7.04553444699293e-19	1.69283517831096e-18
Tcof1	4.79131413902987	4.48726660190242	4.48229168332831	4.66034252717771	4.60530373785958	1644.0036704504	7.05631251381064e-19	1.69518335237778e-18
Ebp	4.48932347684639	4.26612211589426	4.23062920297577	4.21952266756956	4.30139936582149	1643.2772081591	7.07861716622952e-19	1.70016644920142e-18
Prkx	4.44134645021055	4.4460949258403	4.56242025304118	4.44738218025304	4.47431095233627	1643.26245548943	7.07907095081613e-19	1.70016644920142e-18
C77080	5.25240587414003	5.2401687318036	5.18594508340435	5.41653734536258	5.27376425867764	1643.21309402626	7.08058952529215e-19	1.70028905926968e-18
Rad1	3.84084436669121	4.04979473800958	3.92671236277636	3.94554406082317	3.94072388207508	1643.12393638434	7.0833333452772e-19	1.70070581544186e-18
Kcnmb2	3.90995149423178	4.17886990050489	4.13829534426541	4.2165338459498	4.11091264623797	1643.05378329706	7.0854931533646e-19	1.70098225189013e-18
Tpst1	4.63975803426503	4.43699035535022	4.36007760015492	4.45403275563442	4.47271468635115	1642.92710456041	7.08939512226346e-19	1.70167678279803e-18
Chrd	4.92428120093055	4.73657128083998	4.72715849997338	4.967510248756	4.83888030762497	1642.88785335397	7.09060463809118e-19	1.70172493498412e-18
Slc23a2	6.86954303269992	6.64264495398542	7.08740464510492	6.72701339435966	6.83165150653748	1642.42481966842	7.10489066778074e-19	1.70491095310083e-18
Mcts2	2.74394246991652	2.74477875860449	2.87274999635916	2.4391523688345	2.70015589842867	1641.72477909862	7.12655143062614e-19	1.70986547624995e-18
Lamtor4	4.4745255002874	4.01653508718857	4.01266161876593	4.06729174563664	4.14275348796964	1641.36403355067	7.13774305442915e-19	1.71230709855008e-18
Meaf6	4.23427526208057	3.79361369783625	3.95543547644375	4.06306251517882	4.01159673788485	1640.90134728473	7.15212657896998e-19	1.71551363776289e-18
Tmem117	3.42343687397003	3.62110441128077	3.59894143658894	3.5285498966238	3.54300815461589	1640.14834520301	7.17560583523757e-19	1.72090066291699e-18
Nr5a1	4.79310394718732	4.41787811739936	4.41028741546126	4.43966837157208	4.51523446290501	1639.99715780786	7.18033057159647e-19	1.72178896433207e-18
Pts	4.47454645862228	4.7151441665747	4.64942812495438	4.5131211568335	4.58805997674621	1639.55420451275	7.19419366817052e-19	1.72486801138639e-18
Vangl1	4.21852604782491	4.33945992349335	4.09716903029421	4.3646583486302	4.25495333756067	1639.29598875384	7.20228911268473e-19	1.72656353700474e-18
Mcub	5.47250949891385	4.79234304480951	5.2732294388251	5.13715610969795	5.1688095230616	1637.89583157489	7.24636729822594e-19	1.73688329144773e-18
Foxk1	4.95588592219972	5.02689643410523	5.14275797544901	5.19972321298472	5.08131588618467	1636.56336697925	7.28860017944946e-19	1.74663455090821e-18
Zfyve19	3.62735879111453	3.42733694472108	3.49601326121695	3.58131312076651	3.53300552945476	1636.54698587532	7.28912112636682e-19	1.74663455090821e-18
Lsamp	4.5822666132849	4.6688513999419	4.47372215389571	4.68142351217019	4.60156591982317	1636.44376796357	7.29240460749127e-19	1.74717313230902e-18
Ddx31	3.2861627211509	3.31239566896568	3.33437806958761	3.3468713560887	3.31995195394822	1635.92818779159	7.30883107003239e-19	1.75086001502963e-18
Abcd1	4.80683247281443	4.45135839160979	4.54218461616488	4.74055261418049	4.6352320236924	1635.88717083628	7.3101396863135e-19	1.75092482375816e-18
Zfp362	3.53728549521788	3.65008578705484	3.61022875875124	3.65996922015908	3.61439231529576	1635.73263326818	7.3150724945357e-19	1.75185755736666e-18
Dip2a	4.93245687225986	4.89228365776369	4.74585230360507	4.86832184420489	4.85972866945838	1635.11348553385	7.33487364934196e-19	1.75635028170714e-18
Hist1h1c	5.67895974851173	5.72806309344207	5.68185069984996	5.90039136914763	5.74731622773784	1634.46438069771	7.3556984928757e-19	1.76108682014669e-18
Zbtb6	5.91970820234569	6.53035175738917	6.41931357999282	6.14420108041191	6.2533936550349	1634.15279126293	7.36571896251765e-19	1.76323561936965e-18
Smyd4	4.04118844357458	3.82408976980368	3.68024812593652	3.72917770552572	3.81867601121012	1633.374749981	7.39080815175566e-19	1.76899050795605e-18
Bdh1	3.9809662248242	3.85501489627946	3.84323715794764	3.74367833510414	3.85572415353886	1632.22412478528	7.42809064429438e-19	1.77766181749877e-18
Kin	3.50557762043755	3.19968719315424	3.33706333545885	3.16159164611365	3.30097994879107	1631.11864026047	7.46411251171691e-19	1.78587243001928e-18
Zfp787	4.01951992488241	3.72165202699739	3.84294250659163	4.0019436475315	3.89651452650073	1631.10626484631	7.46451688601171e-19	1.78587243001928e-18
2700081O15Rik	5.30936578579939	5.04361283857772	4.82705614329396	5.09049477802469	5.06763238642394	1629.50343610547	7.51710196520455e-19	1.79819825339817e-18
Zbtb7b	5.12843184800343	4.80023802962242	4.81071378323455	5.04010833460815	4.94487299886714	1629.45053303369	7.51884477555127e-19	1.79836010818524e-18
Proser1	3.05112662843237	3.31672949983338	3.27201159140583	3.47071997848325	3.27764692453871	1628.57215151963	7.54784911011285e-19	1.80504141415388e-18
Trib2	4.18559559967833	4.35187200183064	4.36501474610754	4.41879632055111	4.3303196670419	1628.22587573296	7.55931823385318e-19	1.80752793663739e-18
Dynlt3	5.77677309382868	6.35879847711818	6.17120516589049	5.98808438663583	6.07371528086829	1628.15005102542	7.56183230106887e-19	1.80787279124208e-18
Mnt	4.47865895948758	4.43336062462145	4.36856186962864	4.59969270136732	4.47006853877625	1627.97570841699	7.56761647328469e-19	1.80899924964417e-18
Thumpd3	4.82894512575447	5.07074405465411	4.98696679314792	4.87808284266522	4.94118470405543	1627.78804098589	7.57384835980229e-19	1.81013412711065e-18
Slc25a30	3.81471515645129	4.08542720671062	3.93515701956322	3.89474829825018	3.93251192024383	1627.76811500857	7.57451038664076e-19	1.81013412711065e-18
Calcoco1	6.28797660095158	5.69257225857831	5.83623427708187	6.09104054983114	5.97695592161072	1627.30905105971	7.5897807470003e-19	1.81352644651727e-18
Ostf1	4.47149320101825	4.34346963197893	4.41850172557888	4.34470405432326	4.39454215322483	1626.25975088658	7.62481673626003e-19	1.82138700291384e-18
Ctxn3	4.78827020322119	5.33721733403182	5.16823644194523	4.90226426879048	5.04899706199718	1626.25912682833	7.62483762825317e-19	1.82138700291384e-18
Zfp229	4.8745210294227	5.79376132430668	5.6109314128248	5.29223026734797	5.39286100847554	1626.19828331992	7.62687483821789e-19	1.82161565981622e-18
Tasp1	5.85250753119487	6.01209276479808	5.96617635539907	5.75978232445623	5.89763974396206	1626.05032990165	7.63183131923283e-19	1.8225413968781e-18
Snx10	5.44397959382718	5.89442807711886	5.79943709032276	5.66248456371292	5.70008233124543	1625.9402861372	7.63552019689546e-19	1.82316420103392e-18
Parp2	3.90450907956877	3.73590941195558	3.78309924274022	3.69329548816327	3.77920330560696	1625.52547367782	7.64944378404828e-19	1.82623026617894e-18
Sypl	5.06529683336762	5.58162676018697	5.55690535770467	5.33376409103892	5.38439826057455	1625.43503693434	7.65248322285039e-19	1.82669734672824e-18
Gpr137b	3.17349601045371	3.45254481273505	3.44756264982193	3.38688881763449	3.36512307266129	1625.25078359349	7.65867995189958e-19	1.82791785409212e-18
Hsbp1l1	2.94284891745866	3.39672154881182	3.16610146275173	3.01860564422052	3.13106939331068	1624.36805251035	7.68844702732194e-19	1.83476281847537e-18
Dtx4	4.56217638952489	4.44072070048827	4.51688847287728	4.62506298517894	4.53621213701734	1624.25136046739	7.69239192472846e-19	1.83544454087417e-18
Tnk2	5.66112433515742	5.42351339881106	5.30816489722705	5.65031746973426	5.51078002523245	1622.40044064088	7.75527373604851e-19	1.85018673417157e-18
Wdcp	3.27890763068784	3.14669365372237	3.28502521434738	3.36791601262705	3.26963562784616	1622.35174967507	7.75693581836192e-19	1.85032154501924e-18
Fam45a	5.04629997352444	5.68446417585631	5.54415125130845	5.32168687005511	5.39915056768608	1622.19143261729	7.76241116404833e-19	1.85136579615389e-18
Slc9a9	4.02839931739638	3.88225240969616	3.99077640444902	3.76279786049973	3.91605649801032	1621.89505515674	7.77254501499804e-19	1.85352066687363e-18
Fmr1	6.15233546454533	6.83384007117033	6.74011918039339	6.49103164864641	6.55433159118886	1621.11483602319	7.7992947365345e-19	1.85963675885111e-18
AI593442	7.0071193033387	7.65825500250828	7.56664098868375	7.28007073232962	7.37802150671509	1620.30062037676	7.82732196509575e-19	1.86605568318403e-18
Plpp3	5.89108639224965	5.90836595618064	5.98962605413717	6.04229219757771	5.95784265003629	1618.777252169	7.88006876014153e-19	1.87836517491955e-18
Polr3c	3.8932022771689	3.53934158669602	3.64740035433018	3.76488009182612	3.71120607750531	1618.2497965185	7.89842629904473e-19	1.88247500898668e-18
Tfcp2l1	3.85281993044313	3.81781096661346	3.73224808832331	3.84722430983407	3.81252582380349	1617.96295112126	7.90843010944876e-19	1.88459297338333e-18
Odf2l	4.06442968851291	4.86305949626886	4.75238280297087	4.5734421691336	4.56332853922156	1617.91553563426	7.91008512772851e-19	1.88472108842205e-18
Rps4l	4.68202432404218	4.04926166584045	4.27473245414402	4.25210755221765	4.31453149906107	1617.83928928008	7.91274730350191e-19	1.88499272115748e-18
Stradb	3.34962996573134	3.38819755431738	3.43195769005938	3.49263540082273	3.41560515273271	1617.81887408537	7.91346028251384e-19	1.88499272115748e-18
Abhd17c	3.67577984399372	3.59626683067592	3.68488019324553	3.67461829001248	3.65788628948191	1617.63639873346	7.91983629356014e-19	1.88624511103472e-18
Ptk7	5.24347772331293	4.85572807762668	4.90411826406476	5.05308056728111	5.01410115807137	1616.80079773703	7.94910856228009e-19	1.89294951461215e-18
Rpap1	4.39055164091159	4.14744101855552	4.21878267067014	4.42993819842764	4.29667838214122	1616.27286468798	7.96766635275296e-19	1.89710090869402e-18
Csf1	3.46138477523901	3.28971240640776	3.29845983766114	3.53548554124524	3.39626064013829	1614.74319187456	8.02171650983657e-19	1.90970066861557e-18
B3glct	3.51211524829367	3.65558202593664	3.55250308936742	3.5669988586287	3.57179980555661	1613.29444272406	8.07329288737269e-19	1.92170803177131e-18
Polk	3.81698982799429	4.35766822981011	4.32411981463219	4.09779250744755	4.14914259497103	1613.06352336561	8.0815486338668e-19	1.92340173285496e-18
Kctd7	3.77256256199256	3.74085626583028	3.66872655722108	3.84531160114183	3.75686424654644	1612.76947518889	8.09207526990613e-19	1.92563534956979e-18
Msi1	4.84651664942978	4.69506989633656	4.68009405426689	4.83317642725803	4.76371425682281	1611.76640170412	8.12810207231691e-19	1.93393564189264e-18
Amacr	3.93698479302054	3.71081162921793	3.69902489674729	3.67608596172593	3.75572682017792	1611.62366732817	8.13324342123857e-19	1.93488599134035e-18
Ess2	3.69365884105754	3.48785481468189	3.44908006237175	3.41004525899855	3.51015974427743	1610.06720507977	8.18954905143982e-19	1.94800625935179e-18
Ascc2	4.72095056104567	4.54818726340846	4.63133943062677	4.72658275035461	4.65676500135888	1609.92729851036	8.19463195020404e-19	1.94894045550045e-18
Mrgbp	3.06289475268219	3.06002400734791	3.03347225513931	3.2019751838159	3.08959154974633	1608.48888210417	8.24709961821521e-19	1.96114238348281e-18
Deaf1	4.41646997240728	4.2968269439686	4.19409603607751	4.39098415234191	4.32459427619882	1608.13095804501	8.26021467305199e-19	1.96398422456115e-18
Psmg1	3.55747327531365	3.22943830261789	3.43541140747722	3.19471382891939	3.35425920358204	1607.22073994957	8.29367411031845e-19	1.97166175079269e-18
H6pd	5.6134213821904	5.34457632931717	5.12412002042458	5.45926229589509	5.38534500695681	1606.36409868218	8.32530523676187e-19	1.978902528586e-18
Uhrf1bp1l	5.01034519278845	5.67020478148507	5.74264870712064	5.55687278959014	5.49501786774607	1606.30458686038	8.32750778891918e-19	1.97914715902071e-18
Pdcd7	3.74794910907372	3.43644926307432	3.52173389957495	3.64573260258577	3.58796621857719	1605.72913001773	8.34883993021254e-19	1.98393749088328e-18
Rmi1	3.34485757377951	3.68529196989169	3.53804408788199	3.49632064520832	3.51612856919038	1605.56357423089	8.35498860191903e-19	1.98511892870219e-18
Sdr39u1	3.76924496839311	3.65443405986365	3.36812584919251	3.57782604727185	3.59240773118028	1605.27035972564	8.36589113324371e-19	1.987429376682e-18
Slc7a8	5.39316087230922	5.60917183203246	5.55242331571164	5.64991576668699	5.55116794668508	1604.65874588242	8.3886848639357e-19	1.99256368962123e-18
Cd320	3.8965090476619	3.81750943164467	3.67437009370704	3.61400355651637	3.75059803238249	1604.62112912694	8.39008908056417e-19	1.99261662238631e-18
Itga3	6.37177842248437	5.93149344343556	6.09317038835218	6.19800193182459	6.14861104652418	1603.35847392517	8.43737921431599e-19	2.003565749794e-18
Fbxo44	4.78294674861165	4.38641770031201	4.46945294511714	4.70391021109764	4.58568190128461	1603.16945722326	8.44448455223034e-19	2.00497073398746e-18
Slc18b1	3.38983325333483	3.55106420278384	3.63207394033347	3.53753288699014	3.52762607086057	1602.62794712978	8.46487827395852e-19	2.00952993450891e-18
Tgds	3.3604042306525	3.77729320502042	3.56593283708673	3.50032078597983	3.55098776468487	1602.56351802128	8.46730846242275e-19	2.00982397742309e-18
Srsf7	6.39064869031648	6.77875048643763	6.78486387891662	6.54299266822237	6.62431393097328	1602.46583932102	8.47099430221237e-19	2.01041594055742e-18
Tnfrsf12a	4.15189588735981	3.5588839641251	3.89224761539961	3.59582600451699	3.79971336785038	1602.20937932484	8.4806803534203e-19	2.01243156332499e-18
Tmem206	4.70798182777392	4.61124146256479	4.50376519637736	4.64307019230024	4.61651466975408	1601.79178454749	8.49647921017045e-19	2.0158969593184e-18
Anapc11	4.49909819420395	3.99842797236295	4.09587438292904	4.07485154028919	4.16706302244628	1601.62021901361	8.50297976591638e-19	2.01715555150087e-18
Zfp830	3.99403881638787	3.62312002649048	3.92365475851515	3.80707781718348	3.83697285464424	1601.55628562453	8.50540362836888e-19	2.01724919526838e-18
Slc25a29	3.58357420839926	3.39959643368234	3.27204220641388	3.43823302869918	3.42336146929867	1601.54671730299	8.50576645328078e-19	2.01724919526838e-18
Caly	5.2584805465995	4.89825857484543	4.93591500679901	5.08317210446257	5.04395655817663	1600.73802008965	8.53649560393195e-19	2.02425237384395e-18
Primpol	2.66936911869413	3.01114313812412	2.87589506157402	2.83963101340553	2.84900958294945	1600.4159099009	8.54877047591155e-19	2.02687815036829e-18
Arxes1	3.40258613390146	3.54518980228784	3.39252730404961	3.27188060702096	3.40304596181497	1600.35203452703	8.55120700760136e-19	2.02717088681957e-18
Zfp92	4.43764123699492	4.18044790391659	4.32372321432496	4.36813020208315	4.3274856393299	1600.14967387287	8.55893129944857e-19	2.02871689471331e-18
Sparc	6.35355074533229	6.68688297233807	6.41048762215908	6.57837146415204	6.50732320099537	1599.9705138402	8.56577663964361e-19	2.03005416019206e-18
Sco1	3.47046071074162	3.43927464639137	3.5695739075019	3.58333381013349	3.5156607686921	1598.99094634983	8.60331442348171e-19	2.03866401209421e-18
L3mbtl2	4.20806606896336	3.94235755284721	4.01025159506783	4.15565120904563	4.07908160648101	1597.03634375419	8.67877797789961e-19	2.05625717310342e-18
Pmm1	4.62669440623232	4.19397429261816	4.26745408520105	4.49402428904638	4.39553676827448	1596.53928751074	8.69808851835227e-19	2.06054296403157e-18
Zfp609	5.30826161673645	5.06347353506432	5.13218557762278	5.35565725691564	5.2148944965848	1594.65125145707	8.77188595587807e-19	2.07773347026816e-18
Tfb2m	3.41017408295631	3.54231636146571	3.61473415385896	3.55711978829814	3.53108609664478	1594.54090718389	8.77622099167179e-19	2.07846840026015e-18
Stoml2	4.27596889518936	3.76553562423055	4.09350371231069	4.01012623204334	4.03628361594348	1593.46029998208	8.81880350883273e-19	2.08825998572907e-18
Gucy1b1	4.0562605926479	4.19279064906175	4.05458551251446	4.24948062120024	4.13827934385609	1591.58530508872	8.89324974181756e-19	2.10559297298199e-18
Srm	4.68258456925037	4.47281130671873	4.48301789593592	4.48303849234975	4.53036306606369	1591.47412852535	8.89768642583545e-19	2.10634774659041e-18
Gls	6.53102748726856	7.27380397911874	7.20936417766077	7.06405184816087	7.01956187305223	1591.3226270102	8.90373640512399e-19	2.10748416987407e-18
Cbfb	5.95704147121657	6.59916870554986	6.4967762003093	6.37253948294018	6.35638146500398	1590.75983082016	8.92625189624084e-19	2.1125170581436e-18
