KEY,logFC_lo,FDR_lo,logFC_med,FDR_med,logFC_hi,FDR_hi,SYMBOL,pass_lo,pass_med,pass_hi,pass_any,mean_abs_logFC,dir_consistent,in_GO_focus,score
Gm37686,1.777341675260375,0.028107865115377037,NA,NA,NA,NA,Gm37686,TRUE,FALSE,FALSE,TRUE,1.777341675260375,FALSE,TRUE,2.3008336528042306
Gm47023,1.7733875244698458,0.033941352935390856,NA,NA,NA,NA,Gm47023,TRUE,FALSE,FALSE,TRUE,1.7733875244698458,FALSE,TRUE,2.2993031882132486
Gm37124,1.7574805120523356,0.021766510894438568,NA,NA,NA,NA,Gm37124,TRUE,FALSE,FALSE,TRUE,1.7574805120523356,FALSE,TRUE,2.2931463367063154
Gm13477,1.755603153463932,0.04688354213292133,NA,NA,NA,NA,Gm13477,TRUE,FALSE,FALSE,TRUE,1.755603153463932,FALSE,TRUE,2.2924197000664055
Gm38148,1.7540545506413234,0.02294419070133933,NA,NA,NA,NA,Gm38148,TRUE,FALSE,FALSE,TRUE,1.7540545506413234,FALSE,TRUE,2.291820309220924
Gm14429,1.7538833478181564,0.02511020709636299,NA,NA,NA,NA,Gm14429,TRUE,FALSE,FALSE,TRUE,1.7538833478181564,FALSE,TRUE,2.291754044712408
Gm37655,1.7531950831573433,0.03373900748003654,NA,NA,NA,NA,Gm37655,TRUE,FALSE,FALSE,TRUE,1.7531950831573433,FALSE,TRUE,2.2914876500430084
Tent5d,1.751714407226467,0.019552599363433953,NA,NA,NA,NA,Tent5d,TRUE,FALSE,FALSE,TRUE,1.751714407226467,FALSE,TRUE,2.29091455048182
Gm43230,1.7463707359701122,0.044549790212728015,NA,NA,NA,NA,Gm43230,TRUE,FALSE,FALSE,TRUE,1.7463707359701122,FALSE,TRUE,2.288846268295089
Gm37588,1.7316667331260382,0.02524184677970351,NA,NA,NA,NA,Gm37588,TRUE,FALSE,FALSE,TRUE,1.7316667331260382,FALSE,TRUE,2.28315504484644
Gm42841,1.7301887096401782,0.026696996221416122,NA,NA,NA,NA,Gm42841,TRUE,FALSE,FALSE,TRUE,1.7301887096401782,FALSE,TRUE,2.282582971921157
Gm43751,1.7273511772130707,0.04196421616018777,NA,NA,NA,NA,Gm43751,TRUE,FALSE,FALSE,TRUE,1.7273511772130707,FALSE,TRUE,2.2814846974406153
Gm10513,1.7220212244592201,0.0322765379309568,NA,NA,NA,NA,Gm10513,TRUE,FALSE,FALSE,TRUE,1.7220212244592201,FALSE,TRUE,2.279421725036803
