pathway,gene
GOBP_RETINAL_ROD_CELL_DEVELOPMENT,Rorb
GOBP_RETINAL_ROD_CELL_DEVELOPMENT,Samd11
GOBP_RETINAL_ROD_CELL_DEVELOPMENT,Ahi1
GOBP_RETINAL_ROD_CELL_DEVELOPMENT,Ntrk2
GOBP_RETINAL_ROD_CELL_DEVELOPMENT,Bbs4
