pathway,gene
HALLMARK_NOTCH_SIGNALING,Fzd1
HALLMARK_NOTCH_SIGNALING,Sap30
HALLMARK_NOTCH_SIGNALING,Wnt5a
HALLMARK_NOTCH_SIGNALING,Maml2
HALLMARK_NOTCH_SIGNALING,Jag1
HALLMARK_NOTCH_SIGNALING,Fzd7
HALLMARK_NOTCH_SIGNALING,Arrb1
HALLMARK_NOTCH_SIGNALING,Prkca
HALLMARK_NOTCH_SIGNALING,Notch3
HALLMARK_NOTCH_SIGNALING,Notch2
HALLMARK_NOTCH_SIGNALING,Aph1a
HALLMARK_NOTCH_SIGNALING,Kat2a
HALLMARK_NOTCH_SIGNALING,Dtx1
HALLMARK_NOTCH_SIGNALING,Dtx4
HALLMARK_NOTCH_SIGNALING,Ccnd1
