pathway,pval,padj,ES,NES,nMoreExtreme,size,leadingEdge,contrast
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.0724428399518652,0.106533588164508,-0.328919601171732,-1.26661196934475,300,91,Cd74|Mvb12a|Trafd1|Psme1|Psma3|Ly6e|Slc25a28|Ogfr|Psme2|Trim26|Txnip|Ifi30|Il4ra|Gmpr|Ifitm2|Tent5a|Ifitm3|Epsti1|Lap3|Ifi27|Helz2|Nub1|Trim21|Irf1,Hi_vs_PBS
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0787037037037037,0.112433862433862,-0.279258381768224,-1.19241223269952,288,188,Tnfrsf12a|Pvr|Mest|Serpinh1|Lamc2|Ppib|Copa|Fuca1|Gem|Gadd45b|Flna|Colgalt1|Lama1|Gadd45a|Glipr1|Qsox1|Rgs4|Msx1|Plod1|Ntm|Eno2|Sdc4|Serpine1|Sdc1|Dpysl3|Calu|Cadm1|Pdlim4|Aplp1|Mmp14|Cdh11|Id2|Tpm1|Thy1|Pmepa1|Tpm4|Timp1,Hi_vs_PBS
HALLMARK_G2M_CHECKPOINT,0.0930489731437599,0.129234684921889,0.30013286480673,1.21377379184246,588,188,Prc1|Cenpf|Kif20b|Hmmr|Kif15|Smc4|Kif4|Knl1|Ccna2|Top2a|Orc5|Fbxo5|Plk4|Bub1|Nusap1|Mki67|Ube2c|Hnrnpd|Rbl1|Pbk|Dbf4|Ttk|Stil|Marcks|Mybl2|Ythdc1|Plk1|Ezh2|Rasal2|Smc2|Tpx2|Chek1|Kif11|Cdk1|Cenpe|Srsf10|Cks2|Aurkb|Pura|Egf|Dmd|Ccnb2|Espl1|Xpo1|Kif2c|Mnat1|Birc5|Sap30|Rad21|Tmpo|Nek2|Cul3|Pds5b|Lmnb1,Hi_vs_PBS
HALLMARK_IL2_STAT5_SIGNALING,0.163320672816061,0.216456242430992,-0.263099592493363,-1.12504898305853,601,189,Uck2|Rnh1|Nop2|Gabarapl1|Cd83|Nfil3|Odc1|Tiam1|Igf1r|Gadd45b|Amacr|Syngr2|Tnfrsf9|Pus1|S100a1|P4ha1|Il2rb|Il10ra|Smpdl3a|Il4ra|Mxd1|Itga6|Prnp|Ctsz|Gpx4|Fah|Aplp1|Slc1a5|Ifitm3|Myo1c|Maff|Tnfsf11|Irf6|Lif|Bcl2l1|Ltb|Umps|Twsg1|Cdc42se2|Batf3|Slc2a3|Cd81|Gpr83|Dcps|Igf2r|Hopx|Traf1|Eef1akmt1|Nfkbiz|Casp3|Myc|Plin2|Ndrg1|Anxa4|Dennd5a|Ncoa3|Galm|Ccnd2,Hi_vs_PBS
HALLMARK_KRAS_SIGNALING_DN,0.164506744247554,0.216456242430992,-0.270350555081654,-1.13148781170821,621,160,Nr4a2|Gprc5c|Mthfr|Cpa2|Clstn3|Atp4a|Kcne2|P2rx6|Edn1|Krt4|Lypd3|Tgm1|Gpr19|Scn10a|Tenm2|Edn2|Tshb|Lgals7|Gamt|Copz2|Prop1|Fshb|Cpb1|Kcnq2|Ypel1|Thnsl2|Htr1d|Dlk2|Klk8|Dtnb|Ryr2|Kcnmb1|Htr1b|Myh7|Serpinb2|Fgf22,Hi_vs_PBS
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.171022983325822,0.219260235033106,-0.367926169410014,-1.20971622102723,758,39,Psen2|Hdac5|Ctnnb1|Kat2a|Hey1|Csnk1e|Jag2|Ncstn|Hdac11|Lef1|Axin1|Dll1|Myc|Ccnd2|Hdac2,Hi_vs_PBS
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.191797346200241,0.239746682750302,-0.307034028606608,-1.14684957191726,794,77,Tnfrsf12a|Hax1|Il6st|Cd9|Ccr1|Bak1|Stat3|Ptpn1|Il17ra|Il4ra|Tnfrsf1a|Il10rb|Il1b|Il15ra|Ltb|Irf1,Hi_vs_PBS
HALLMARK_E2F_TARGETS,0.22526719649219,0.274716093283158,-0.253941064459701,-1.0885405854332,821,194,Dctpp1|Ran|Lyar|Xrcc6|Rbbp7|Snrpb|Jpt1|Nop56|Cdk4|Ppp1r8|Nolc1|Paics|Dut|Rfc3|Tubb5|Ssrp1|Ak2|Hmgb3|Rfc2|Rnaseh2a|Dnmt1|Pold2|Ubr7|Smc1a|Pcna|Nasp|Pa2g4|Nme1|Cdkn2a|Nup205|Phf5a|Rpa1|Pop7|Lsm8|Cbx5|Prdx4,Hi_vs_PBS
HALLMARK_TGF_BETA_SIGNALING,0.294907407407407,0.342915590008613,-0.310781629408918,-1.08742972487035,1273,53,Ppp1ca|Bcar3|Id3|Fnta|Ctnnb1|Ppp1r15a|Smad3|Serpine1|Tgif1|Rhoa|Id2|Pmepa1,Hi_vs_PBS
HALLMARK_APICAL_SURFACE,0.292650033715442,0.342915590008613,-0.328012491183923,-1.09834597321568,1301,42,Gstm5|Lypd3|App|Hspb1|Il2rb|Ephb4|Atp6v0a4|Afap1l2|Flot2|Thy1|Adipor2|Atp8b1|Crocc|Akap7,Hi_vs_PBS
HALLMARK_KRAS_SIGNALING_UP,0.335778321108394,0.381566273986812,-0.241851445365169,-1.03692353804044,1235,192,Gadd45g|Plat|Scg5|Reln|Fuca1|Mpzl2|F2rl1|Map7|Ppp1r15a|St6gal1|Prelid3b|Mall|Spry2|Ctss|Cidea|Cxcr4|Aldh1a2|Pcp4|Il10ra|Tspan1|Usp12|Yrdc|Akt2|Ephb2|Tmem176b|Nr1h4|Id2|Il1b|Prdm1|G0s2|Hkdc1|Scg3|Jup|Map3k1|Lif|Hbegf|Ptcd2|Angptl4|Cbx8|Tspan7|Epb41l3|Wdr33,Hi_vs_PBS
HALLMARK_NOTCH_SIGNALING,0.405858676207513,0.450954084675015,-0.327832637681231,-1.02662555610149,1814,31,Psen2|Rbx1|Aph1a|Psenen|Kat2a,Hi_vs_PBS
HALLMARK_INFLAMMATORY_RESPONSE,0.806894694317264,0.877059450344852,-0.209907978633498,-0.89154892312391,2995,181,Pvr|Slc7a1|Nfkbia|Tacr1|Ly6e|Adgre1|Edn1|Tnfrsf9|Pde4b|Il2rb|Psen1|Il10ra|Serpine1|Il4ra|Ptgir|Mxd1|Tpbg|Rela|Mmp14|Il1b|Ccl5|Il18|Lif|Timp1|Gch1|Hbegf|Tnfsf9|Nod2|Il15ra|Il18rap|Lck|Irf1|Cd82|Ldlr|Ereg|P2ry2|Ptafr|Nfkb1,Hi_vs_PBS
HALLMARK_UV_RESPONSE_DN,0.89057156814851,0.927678716821365,0.209486664617759,0.81714044086922,5468,142,Celf2|Sfmbt1|Nek7|Tgfbr3|Mios|Nipbl|Pten|Nr1d2|Acvr2a|Wdr37|Ythdc1|Cdk13|Cdc42bpa|Nfib|Prkar2b|Efemp1|Dbp|Zmiz1|Atxn1|Dab2|Cav1|Kcnma1|Inpp4b|Pias3|Runx1|Lpar1|Ltbp1|Magi2|Nr3c1|Apbb2|Atrx,Hi_vs_PBS
HALLMARK_HEDGEHOG_SIGNALING,0.880368787946931,0.927678716821365,-0.234818204213696,-0.748921362199196,3914,34,Ets2|Hey1|Ldb1|Celsr1|Tle3|Thy1|Slit1|Nkx6-1|Crmp1|Ache|Myh9,Hi_vs_PBS
HALLMARK_SPERMATOGENESIS,0.938170241286863,0.957316572741697,0.203207873223306,0.765224789893917,5598,110,Snap91|Gad1|Bub1|Acrbp|Dbf4|Ttk|Coil|Ezh2|Dmc1|Nos1|Cdk1|Strbp|Rfc4|Mtnr1a|Ccnb2|Ybx2|Kif2c|Il12rb2|Gmcl1|Nek2|Cftr|Mllt10|Spata6|Mlf1|Camk4|Agfg1|Pias2|Hspa4l|Arl4a|Oaz3|Prkar2a|Jam3|Chfr|Chrm4|Ncaph|Stam2|Npy5r|Znrf4|Zpbp,Hi_vs_PBS
HALLMARK_ANGIOGENESIS,0.980885990555431,0.980885990555431,-0.190177172014015,-0.606544740433799,4361,34,Lrpap1|Msx1|App|Timp1|Jag2|Fgfr1|Ccnd2|Pglyrp1|Pf4|Slco2a1|Vegfa|S100a4|Kcnj8|Tnfrsf21|Spp1,Hi_vs_PBS
