pathway,pval,padj,ES,NES,nMoreExtreme,size,leadingEdge,contrast
HALLMARK_MYOGENESIS,0.000805369127516778,0.0016850903208412,-0.365740415729438,-1.55725373314802,2,183,Psen2|Myl4|Ckb|Mras|Fkbp1b|Dapk2|Pygm|Aebp1|Hdac5|Cnn3|Atp6ap1|Tpm3|Camk2b|Cryab|Pfkm|Hspb8|Gadd45b|Syngr2|Tsc2|App|Myl2|Rit1|Gabarapl2|Lsp1|Ocel1|Acsl1|Clu|Akt2|Tnnt1|Prnp|Sh3bgr|Hrc|Tnni2|Chrna1|Dmpk|Eif4a2|Agrn|Ifrd1|Myo1c|Bag1|Sirt2|Ak1|Gaa|Hbegf|Hspb2|Pde4dip|Flii|Myh7|Adam12|Ablim1|Ldb3|Itga7|Ache|Tnnc1|Schip1|Myh9|Erbb3|Kifc3|Nav2|Pdlim7|Acta1|Efs|Fxyd1|Des|Plxnb2|Actn3|Slc6a8|Gsn|Cdkn1a|Large1|Gnao1|Itgb5|Myh2|Casq1|Pcx,Hi_vs_PBS
HALLMARK_COAGULATION,0.00149476831091181,0.00298953662182362,-0.385858648819693,-1.54283014570953,5,116,Dusp14|Plat|Wdr1|Pef1|Cpq|Rabif|Cd9|Crip2|Ctsb|Iscu|Msrb2|Gnb2|S100a1|Acox2|Usp11|Serpine1|Capn5|Clu|C3|Ctsl|Mmp15|Mmp14|Csrp1|Maff|Lgmn|Sirt2|Timp1|Klk8|Prep|Mst1|Prss23|Serpinb2|S100a13|Proz|Klf7|Fyn,Hi_vs_PBS
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.00190579907432616,0.00366499821985801,-0.33720598347367,-1.43650711567331,6,186,Siah2|Gla|Fkbp4|Rps6ka2|Itpk1|Krt8|Kcnk5|Tubb2b|Rrp12|Akap1|Rapgefl1|Il6st|Hr|Hspb8|Tiam1|Igf1r|Slc7a5|Amfr|Med24|Fdft1|Arl3|Mybbp1a|Tbc1d30|Flnb|Nadsyn1|Elf3|Blvrb|Greb1|Tpbg|Aldh3b1|Elovl5|Celsr1|Krt18|Fasn|Slc2a1|Slc39a6|Sfn|Krt19|Mapt|Bag1|Tmem164|Slc24a3|Ppif|Aff1|Wfs1|Prss23|Ablim1|P2ry2|Gfra1|Syngr1|Inpp5f|Tiparp|Thsd4|Slc1a1|Tgif2|Ret|Cldn7|Ar|Nav2|Nxt1|Abca3|Pmaip1|Endod1|Myc|Isg20l2|Cant1|Snx24|Lad1|Dlc1|Il17rb|Clic3|Sybu|Abat|Slc1a4,Hi_vs_PBS
HALLMARK_BILE_ACID_METABOLISM,0.0158497927334796,0.0293514680249623,-0.363789452053914,-1.4185222625319,64,99,Sod1|Prdx5|Hsd17b4|Bcar3|Idh2|Slc35b2|Pfkm|Slc29a1|Amacr|Pex19|Acsl5|Abca2|Optn|Lonp2|Pecr|Acsl1|Aldh1a1|Abca4|Pex26|Bmp6|Dhcr24|Isoc1|Nr1h4,Hi_vs_PBS
HALLMARK_MITOTIC_SPINDLE,0.0165406427221172,0.0295368620037807,0.331229865043619,1.34717824400129,104,198,Prc1|Cenpf|Kif20b|Rapgef5|Kif15|Ccdc88a|Smc4|Kif4|Cep57|Rasa1|Kntc1|Top2a|Nin|Fbxo5|Anln|Bub1|Wasf1|Nusap1|Hook3|Sos1|Ect2|Wasl|Ttk|Rock1|Tlk1|Marcks|Sass6|Plk1|Rasal2|Plekhg2|Rictor|Tpx2|Cd2ap|Arhgap5|Kif11|Cdk1|Sorbs2|Cdc42bpa|Cenpe|Pcgf5|Pcm1|Tubgcp5|Ccnb2|Espl1|Kif2c|Birc5|Pif1|Nek2|Rabgap1|Lmnb1|Brca2|Arhgap4|Ranbp9|Rapgef6,Hi_vs_PBS
HALLMARK_APICAL_JUNCTION,0.0387954422137819,0.0668886934720377,-0.292099579902291,-1.24905680091156,142,189,Cap1|Actb|Lamc2|Ctnna1|Pfn1|Hras|Tro|Mpzl2|Actg1|Gnai2|Arpc2|Ppp2r2c|Lamb3|Cldn4|Gtf2f1|Alox8|Evl|Sympk|Gamt|Rsu1|Icam2|Cdh4|Akt2|Ywhah|Icam5|Myl12b|Itga9|Cdh11|Cldn6|Thy1|Rhof|Jup|Inppl1|Nectin4|Pik3r3|Mapk13|Hadh|Cldn9|Lama3|Myh10|Mapk14|Cd276|Itga3|Actn4|Vasp|Myh9|Nrap|Tubg1|Pcdh1|Nfasc|Stx4a|Cldn7|Taok2|Traf1|Shc1,Hi_vs_PBS
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.0460048426150121,0.0766747376916869,-0.292757931858372,-1.24253855878887,170,180,Vamp8|Cd74|Nfkbia|Psmb2|Pfkp|Mvp|Trafd1|H2-Aa|Psme1|Psma3|Ly6e|Slc25a28|Slamf7|Psma2|Rbck1|Ogfr|Psme2|Pde4b|Stat3|Zbp1|Il2rb|Ptpn1|Trim26|Txnip|Znfx1|Il10ra|Tnfaip2|Ifi30|Il4ra|Ifitm2|H2-DMa|Isoc1|Ifitm3|Eif4e3|Epsti1|Ccl5|Lap3|Ifi27|Helz2|Gch1|Upp1|Trim21|Tor1b|Il15ra|Irf1|Il18bp,Hi_vs_PBS
HALLMARK_COMPLEMENT,0.0648272167157782,0.100397506057883,-0.287759679303884,-1.21631691896264,241,174,Hspa1a|Anxa5|Calm3|Plat|Lgals3|Rce1|Pfn1|Cpq|Rabif|Ctsd|Gnai2|Ctsb|Atox1|Ehd1|Pla2g7|Xpnpep1|Gnb2|Ctss|Psen1|Serpine1|Calm1|Clu|C3|Ctsl|Spock2|Sirt6|Mmp15|Klk1|Gpd2|Mmp12|Mmp14|Rnf4|Csrp1|Ppp4c|Maff|Ccl5|Lap3|Scg3|Lgmn|Timp1|Prep|Lck|Irf1|Prss36|Serpinb2|S100a13|Gzma|Rbsn|Gng2|Ppp2cb|Timp2|Fyn|Hspa5,Hi_vs_PBS
HALLMARK_ANDROGEN_RESPONSE,0.0627564566739078,0.100397506057883,-0.332954321806171,-1.28930535041057,259,94,Dbi|Xrcc6|Xrcc5|Ube2i|Krt8|Rrp12|Map7|Akt1|Srf|Abcc4|Pa2g4|Tmem50a|Gpd1l|Elovl5|Dhcr24|Ell2|Ncoa4|H1f0|Krt19|Tsc22d1|Pmepa1,Hi_vs_PBS
HALLMARK_PANCREAS_BETA_CELLS,0.0662623539982031,0.100397506057883,-0.451036563157475,-1.39990866831214,294,30,Syt13|Srp14|Gck|Sec11a|Spcs1|Scgn|Chga|Srprb|Stxbp1|Isl1|Nkx6-1|Pcsk1,Hi_vs_PBS
